Id,rdf_label,rdf_type,brick_isPartOf,brick_isFedBy
Room_UG.52,Hyd UG.52,brick:Room,LUG,
Room_UG.04,Terrace UG.04,brick:Space,LUG,
Room_25.03,Office 25.03,brick:Room,L25,
Room_25.08,Elec Plantroom 25.08,brick:Electrical_Room,L25,
Room_25.07,Lobby 25.07,brick:Lobby,L25,
Room_25.09,Services Lobby 25.09,brick:Lobby,L25,
Room_25.10,Office 25.10,brick:Room,L25,
Room_25.11,Lobby 25.11,brick:Lobby,L25,
Room_25.05,Female WC 25.05,brick:Restroom,L25,
Room_25.04,Male WC 25.04,brick:Restroom,L25,
Room_25.06,Acc WC 25.06,brick:Restroom,L25,
Room_25.01,Fire Stair 25.01,brick:Staircase,L25,
Room_25.02,Fire Stair 25.02,brick:Staircase,L25,
Room_25.42,T.Comms 25.42,brick:Communications_Room,L25,
Room_25.41,Fire Equipment 25.41,brick:Room,L25,
Room_25.51,Fire Equipment 25.51,brick:Room,L25,
Room_25.50,Fire Hydrant Room 25.50,brick:Room,L25,
Room_25.62,H.Comms 25.62,brick:Communications_Room,L25,
Room_25.64,T.Comms 25.64,brick:Communications_Room,L25,
Room_25.61,T.Elec 25.61,brick:Electrical_Room,L25,
Room_25.63,DAS 25.63,brick:Communications_Room,L25,
Room_25.12,Lobby 25.12,brick:Lobby,L25,
Room_26.03,Office 26.03,brick:Room,L26,
Room_26.02,Fire Stair 26.02,brick:Staircase,L26,
Room_26.09,Services Lobby 26.09,brick:Lobby,L26,
Room_26.08,Elec Plantroom 26.08,brick:Electrical_Room,L26,
Room_26.01,Fire Stair 26.01,brick:Staircase,L26,
Room_26.42,T.Comms 26.42,brick:Communications_Room,L26,
Room_26.41,Fire Equipment 26.41,brick:Room,L26,
Room_26.04,Male WC 26.04,brick:Restroom,L26,
Room_26.05,Female WC 26.05,brick:Restroom,L26,
Room_26.12,Lobby 26.12,brick:Lobby,L26,
Room_26.62,H.Comms 26.62,brick:Communications_Room,L26,
Room_26.64,T.Comms 26.64,brick:Communications_Room,L26,
Room_26.61,T.Elec 26.61,brick:Electrical_Room,L26,
Room_26.63,DAS 26.63,brick:Communications_Room,L26,
Room_26.11,Lobby 26.11,brick:Lobby,L26,
Room_26.07,Lobby 26.07,brick:Lobby,L26,
Room_26.10,Office 26.10,brick:Room,L26,
Room_26.51,Fire Equipment 26.51,brick:Room,L26,
Room_26.50,Fire Hydrant Room 26.50,brick:Room,L26,
Room_26.06,Acc WC 26.06,brick:Restroom,L26,
Room_27.03,Office 27.03,brick:Room,L27,
Room_27.02,Fire Stair 27.02,brick:Staircase,L27,
Room_27.09,Services Lobby 27.09,brick:Lobby,L27,
Room_27.08,Elec Plantroom 27.08,brick:Electrical_Room,L27,
Room_27.01,Fire Stair 27.01,brick:Staircase,L27,
Room_27.42,T.Comms 27.42,brick:Communications_Room,L27,
Room_27.41,Fire Equipment 27.41,brick:Room,L27,
Room_27.04,Male WC 27.04,brick:Restroom,L27,
Room_27.05,Female WC 27.05,brick:Restroom,L27,
Room_27.12,Lobby 27.12,brick:Lobby,L27,
Room_27.62,H.Comms 27.62,brick:Communications_Room,L27,
Room_27.64,T.Comms 27.64,brick:Communications_Room,L27,
Room_27.61,T.Elec 27.61,brick:Electrical_Room,L27,
Room_27.63,DAS 27.63,brick:Communications_Room,L27,
Room_27.11,Lobby 27.11,brick:Lobby,L27,
Room_27.07,Lobby 27.07,brick:Lobby,L27,
Room_27.10,Office 27.10,brick:Room,L27,
Room_27.51,Fire Equipment 27.51,brick:Room,L27,
Room_27.50,Fire Hydrant Room 27.50,brick:Room,L27,
Room_27.06,Acc WC 27.06,brick:Restroom,L27,
Room_28.03,Office 28.03,brick:Room,L28,
Room_28.02,Fire Stair 28.02,brick:Staircase,L28,
Room_28.09,Services Lobby 28.09,brick:Lobby,L28,
Room_28.08,Elec Plantroom 28.08,brick:Electrical_Room,L28,
Room_28.01,Fire Stair 28.01,brick:Staircase,L28,
Room_28.42,T.Comms 28.42,brick:Communications_Room,L28,
Room_28.41,Fire Equipment 28.41,brick:Room,L28,
Room_28.04,Male WC 28.04,brick:Restroom,L28,
Room_28.05,Female WC 28.05,brick:Restroom,L28,
Room_28.12,Lobby 28.12,brick:Lobby,L28,
Room_28.62,H.Comms 28.62,brick:Communications_Room,L28,
Room_28.64,T.Comms 28.64,brick:Communications_Room,L28,
Room_28.61,T.Elec 28.61,brick:Electrical_Room,L28,
Room_28.63,DAS 28.63,brick:Communications_Room,L28,
Room_28.11,Lobby 28.11,brick:Lobby,L28,
Room_28.07,Lobby 28.07,brick:Lobby,L28,
Room_28.10,Office 28.10,brick:Room,L28,
Room_28.51,Fire Equipment 28.51,brick:Room,L28,
Room_28.50,Fire Hydrant Room 28.50,brick:Room,L28,
Room_28.06,Acc WC 28.06,brick:Restroom,L28,
Room_29.03,Office 29.03,brick:Room,L29,
Room_29.02,Fire Stair 29.02,brick:Staircase,L29,
Room_29.09,Services Lobby 29.09,brick:Lobby,L29,
Room_29.08,Elec Plantroom 29.08,brick:Electrical_Room,L29,
Room_29.01,Fire Stair 29.01,brick:Staircase,L29,
Room_29.42,T.Comms 29.42,brick:Communications_Room,L29,
Room_29.41,Fire Equipment 29.41,brick:Room,L29,
Room_29.04,Male WC 29.04,brick:Restroom,L29,
Room_29.05,Female WC 29.05,brick:Restroom,L29,
Room_29.12,Lobby 29.12,brick:Lobby,L29,
Room_29.62,H.Comms 29.62,brick:Communications_Room,L29,
Room_29.64,T.Comms 29.64,brick:Communications_Room,L29,
Room_29.61,T.Elec 29.61,brick:Electrical_Room,L29,
Room_29.63,DAS 29.63,brick:Communications_Room,L29,
Room_29.11,Lobby 29.11,brick:Lobby,L29,
Room_29.07,Lobby 29.07,brick:Lobby,L29,
Room_29.10,Office 29.10,brick:Room,L29,
Room_29.51,Fire Equipment 29.51,brick:Room,L29,
Room_29.50,Fire Hydrant Room 29.50,brick:Room,L29,
Room_29.06,Acc WC 29.06,brick:Restroom,L29,
Room_30.03,Office 30.03,brick:Room,L30,
Room_30.02,Fire Stair 30.02,brick:Staircase,L30,
Room_30.09,Services Lobby 30.09,brick:Lobby,L30,
Room_30.08,Elec Plantroom 30.08,brick:Electrical_Room,L30,
Room_30.01,Fire Stair 30.01,brick:Staircase,L30,
Room_30.42,T.Comms 30.42,brick:Communications_Room,L30,
Room_30.41,Fire Equipment 30.41,brick:Room,L30,
Room_30.04,Male WC 30.04,brick:Restroom,L30,
Room_30.05,Female WC 30.05,brick:Restroom,L30,
Room_30.12,Lobby 30.12,brick:Lobby,L30,
Room_30.62,H.Comms 30.62,brick:Communications_Room,L30,
Room_30.64,T.Comms 30.64,brick:Communications_Room,L30,
Room_30.61,T.Elec 30.61,brick:Electrical_Room,L30,
Room_30.63,DAS 30.63,brick:Communications_Room,L30,
Room_30.11,Lobby 30.11,brick:Lobby,L30,
Room_30.07,Lobby 30.07,brick:Lobby,L30,
Room_30.10,Office 30.10,brick:Room,L30,
Room_30.51,Fire Equipment 30.51,brick:Room,L30,
Room_30.50,Fire Hydrant Room 30.50,brick:Room,L30,
Room_30.06,Acc WC 30.06,brick:Restroom,L30,
Room_34.03,Office 34.03,brick:Room,L34,
Room_34.02,Fire Stair 34.02,brick:Staircase,L34,
Room_34.09,Services Lobby 34.09,brick:Lobby,L34,
Room_34.08,Elec Plantroom 34.08,brick:Electrical_Room,L34,
Room_34.01,Fire Stair 34.01,brick:Staircase,L34,
Room_34.42,T.Comms 34.42,brick:Communications_Room,L34,
Room_34.41,Fire Equipment 34.41,brick:Room,L34,
Room_34.04,Male WC 34.04,brick:Restroom,L34,
Room_34.05,Female WC 34.05,brick:Restroom,L34,
Room_34.12,Lobby 34.12,brick:Lobby,L34,
Room_34.62,H.Comms 34.62,brick:Communications_Room,L34,
Room_34.64,T.Comms 34.64,brick:Communications_Room,L34,
Room_34.61,T.Elec 34.61,brick:Electrical_Room,L34,
Room_34.63,DAS 34.63,brick:Communications_Room,L34,
Room_34.11,Lobby 34.11,brick:Lobby,L34,
Room_34.07,Lobby 34.07,brick:Lobby,L34,
Room_34.10,Office 34.10,brick:Room,L34,
Room_34.51,Fire Equipment 34.51,brick:Room,L34,
Room_34.50,Fire Hydrant Room 34.50,brick:Room,L34,
Room_34.06,Acc WC 34.06,brick:Restroom,L34,
Room_35.03,Office 35.03,brick:Room,L35,
Room_35.02,Fire Stair 35.02,brick:Staircase,L35,
Room_35.09,Services Lobby 35.09,brick:Lobby,L35,
Room_35.08,Elec Plantroom 35.08,brick:Electrical_Room,L35,
Room_35.01,Fire Stair 35.01,brick:Staircase,L35,
Room_35.42,T.Comms 35.42,brick:Communications_Room,L35,
Room_35.41,Fire Equipment 35.41,brick:Room,L35,
Room_35.04,Male WC 35.04,brick:Restroom,L35,
Room_35.05,Female WC 35.05,brick:Restroom,L35,
Room_35.12,Lobby 35.12,brick:Lobby,L35,
Room_35.62,H.Comms 35.62,brick:Communications_Room,L35,
Room_35.64,T.Comms 35.64,brick:Communications_Room,L35,
Room_35.61,T.Elec 35.61,brick:Electrical_Room,L35,
Room_35.63,DAS 35.63,brick:Communications_Room,L35,
Room_35.11,Lobby 35.11,brick:Lobby,L35,
Room_35.07,Lobby 35.07,brick:Lobby,L35,
Room_35.10,Office 35.10,brick:Room,L35,
Room_35.51,Fire Equipment 35.51,brick:Room,L35,
Room_35.50,Fire Hydrant Room 35.50,brick:Room,L35,
Room_35.06,Acc WC 35.06,brick:Restroom,L35,
Room_36.03,Office 36.03,brick:Room,L36,
Room_36.02,Fire Stair 36.02,brick:Staircase,L36,
Room_36.09,Services Lobby 36.09,brick:Lobby,L36,
Room_36.08,Elec Plantroom 36.08,brick:Electrical_Room,L36,
Room_36.01,Fire Stair 36.01,brick:Staircase,L36,
Room_36.42,T.Comms 36.42,brick:Communications_Room,L36,
Room_36.41,Fire Equipment 36.41,brick:Room,L36,
Room_36.04,Male WC 36.04,brick:Restroom,L36,
Room_36.05,Female WC 36.05,brick:Restroom,L36,
Room_36.12,Lobby 36.12,brick:Lobby,L36,
Room_36.62,H.Comms 36.62,brick:Communications_Room,L36,
Room_36.64,T.Comms 36.64,brick:Communications_Room,L36,
Room_36.61,T.Elec 36.61,brick:Electrical_Room,L36,
Room_36.63,DAS 36.63,brick:Communications_Room,L36,
Room_36.11,Lobby 36.11,brick:Lobby,L36,
Room_36.07,Lobby 36.07,brick:Lobby,L36,
Room_36.10,Office 36.10,brick:Room,L36,
Room_36.51,Fire Equipment 36.51,brick:Room,L36,
Room_36.50,Fire Hydrant Room 36.50,brick:Room,L36,
Room_36.06,Acc WC 36.06,brick:Restroom,L36,
Room_37.03,Office 37.03,brick:Room,L37,
Room_37.02,Fire Stair 37.02,brick:Staircase,L37,
Room_37.09,Services Lobby 37.09,brick:Lobby,L37,
Room_37.08,Elec Plantroom 37.08,brick:Electrical_Room,L37,
Room_37.01,Fire Stair 37.01,brick:Staircase,L37,
Room_37.42,T.Comms 37.42,brick:Communications_Room,L37,
Room_37.41,Fire Equipment 37.41,brick:Room,L37,
Room_37.04,Male WC 37.04,brick:Restroom,L37,
Room_37.05,Female WC 37.05,brick:Restroom,L37,
Room_37.12,Lobby 37.12,brick:Lobby,L37,
Room_37.62,H.Comms 37.62,brick:Communications_Room,L37,
Room_37.64,T.Comms 37.64,brick:Communications_Room,L37,
Room_37.61,T.Elec 37.61,brick:Electrical_Room,L37,
Room_37.63,DAS 37.63,brick:Communications_Room,L37,
Room_37.11,Lobby 37.11,brick:Lobby,L37,
Room_37.07,Lobby 37.07,brick:Lobby,L37,
Room_37.10,Office 37.10,brick:Room,L37,
Room_37.51,Fire Equipment 37.51,brick:Room,L37,
Room_37.50,Fire Hydrant Room 37.50,brick:Room,L37,
Room_37.06,Acc WC 37.06,brick:Restroom,L37,
Room_38.03,Office 38.03,brick:Room,L38,
Room_38.02,Fire Stair 38.02,brick:Staircase,L38,
Room_38.09,Services Lobby 38.09,brick:Lobby,L38,
Room_38.08,Elec Plantroom 38.08,brick:Electrical_Room,L38,
Room_38.01,Fire Stair 38.01,brick:Staircase,L38,
Room_38.42,T.Comms 38.42,brick:Communications_Room,L38,
Room_38.41,Fire Equipment 38.41,brick:Room,L38,
Room_38.04,Male WC 38.04,brick:Restroom,L38,
Room_38.05,Female WC 38.05,brick:Restroom,L38,
Room_38.12,Lobby 38.12,brick:Lobby,L38,
Room_38.62,H.Comms 38.62,brick:Communications_Room,L38,
Room_38.64,T.Comms 38.64,brick:Communications_Room,L38,
Room_38.61,T.Elec 38.61,brick:Electrical_Room,L38,
Room_38.63,DAS 38.63,brick:Communications_Room,L38,
Room_38.11,Lobby 38.11,brick:Lobby,L38,
Room_38.07,Lobby 38.07,brick:Lobby,L38,
Room_38.10,Office 38.10,brick:Room,L38,
Room_38.51,Fire Equipment 38.51,brick:Room,L38,
Room_38.50,Fire Hydrant Room 38.50,brick:Room,L38,
Room_38.06,Acc WC 38.06,brick:Restroom,L38,
Room_39.03,Office 39.03,brick:Room,L39,
Room_39.02,Fire Stair 39.02,brick:Staircase,L39,
Room_39.09,Services Lobby 39.09,brick:Lobby,L39,
Room_39.08,Elec Plantroom 39.08,brick:Electrical_Room,L39,
Room_39.01,Fire Stair 39.01,brick:Staircase,L39,
Room_39.42,T.Comms 39.42,brick:Communications_Room,L39,
Room_39.41,Fire Equipment 39.41,brick:Room,L39,
Room_39.04,Male WC 39.04,brick:Restroom,L39,
Room_39.05,Female WC 39.05,brick:Restroom,L39,
Room_39.12,Lobby 39.12,brick:Lobby,L39,
Room_39.62,H.Comms 39.62,brick:Communications_Room,L39,
Room_39.64,T.Comms 39.64,brick:Communications_Room,L39,
Room_39.61,T.Elec 39.61,brick:Electrical_Room,L39,
Room_39.63,DAS 39.63,brick:Communications_Room,L39,
Room_39.11,Lobby 39.11,brick:Lobby,L39,
Room_39.07,Lobby 39.07,brick:Lobby,L39,
Room_39.10,Office 39.10,brick:Room,L39,
Room_39.51,Fire Equipment 39.51,brick:Room,L39,
Room_39.50,Fire Hydrant Room 39.50,brick:Room,L39,
Room_39.06,Acc WC 39.06,brick:Restroom,L39,
Room_40.03,Office 40.03,brick:Room,L40,
Room_40.02,Fire Stair 40.02,brick:Staircase,L40,
Room_40.09,Services Lobby 40.09,brick:Lobby,L40,
Room_40.08,Elec Plantroom 40.08,brick:Electrical_Room,L40,
Room_40.01,Fire Stair 40.01,brick:Staircase,L40,
Room_40.42,T.Comms 40.42,brick:Communications_Room,L40,
Room_40.41,Fire Equipment 40.41,brick:Room,L40,
Room_40.04,Male WC 40.04,brick:Restroom,L40,
Room_40.05,Female WC 40.05,brick:Restroom,L40,
Room_40.12,Lobby 40.12,brick:Lobby,L40,
Room_40.62,H.Comms 40.62,brick:Communications_Room,L40,
Room_40.64,T.Comms 40.64,brick:Communications_Room,L40,
Room_40.61,T.Elec 40.61,brick:Electrical_Room,L40,
Room_40.63,DAS 40.63,brick:Communications_Room,L40,
Room_40.11,Lobby 40.11,brick:Lobby,L40,
Room_40.07,Lobby 40.07,brick:Lobby,L40,
Room_40.10,Office 40.10,brick:Room,L40,
Room_40.51,Fire Equipment 40.51,brick:Room,L40,
Room_40.50,Fire Hydrant Room 40.50,brick:Room,L40,
Room_40.06,Acc WC 40.06,brick:Restroom,L40,
Room_41.03,Office 41.03,brick:Room,L41,
Room_41.07,Mid Rise Lift Machine Room 41.07,brick:Room,L41,
Room_41.01,Fire Stair 41.01,brick:Staircase,L41,
Room_41.02,Fire Stair 41.02,brick:Staircase,L41,
Room_41.11,Lobby 41.11,brick:Lobby,L41,
Room_41.10,Lobby 41.10,brick:Lobby,L41,
Room_41.08,Elec Plantroom 41.08,brick:Electrical_Room,L41,
Room_41.09,Services Lobby 41.09,brick:Lobby,L41,
Room_41.42,T.Comms 41.42,brick:Communications_Room,L41,
Room_41.41,Fire Equipment 41.41,brick:Room,L41,
Room_41.51,Fire Equipment 41.51,brick:Room,L41,
Room_41.50,Fire Hydrant Room 41.50,brick:Room,L41,
Room_41.06,Acc WC 41.06,brick:Restroom,L41,
Room_41.05,Female WC 41.05,brick:Restroom,L41,
Room_41.04,Male WC 41.04,brick:Restroom,L41,
Room_41.12,Lobby 41.12,brick:Lobby,L41,
Room_41.62,H.Comms 41.62,brick:Communications_Room,L41,
Room_41.63,DAS 41.63,brick:Communications_Room,L41,
Room_41.64,T.Comms 41.64,brick:Communications_Room,L41,
Room_41.61,T.Elec 41.61,brick:Electrical_Room,L41,
Room_42.03,Office 42.03,brick:Room,L42,
Room_42.01,Fire Stair 42.01,brick:Staircase,L42,
Room_42.08,Plantroom 42.08,brick:Mechanical_Room,L42,
Room_42.11,Lobby 42.11,brick:Lobby,L42,
Room_42.10,Lobby 42.10,brick:Lobby,L42,
Room_42.02,Fire Stair 42.02,brick:Staircase,L42,
Room_42.42,T.Comms 42.42,brick:Communications_Room,L42,
Room_42.62,H.Comms 42.62,brick:Communications_Room,L42,
Room_42.64,T.Comms 42.64,brick:Communications_Room,L42,
Room_42.63,DAS 42.63,brick:Communications_Room,L42,
Room_42.04,Male WC 42.04,brick:Restroom,L42,
Room_42.12,Lobby 42.12,brick:Lobby,L42,
Room_42.61,T.Elec 42.61,brick:Electrical_Room,L42,
Room_42.09,Services Lobby 42.09,brick:Lobby,L42,
Room_42.41,Fire Equipment 42.41,brick:Room,L42,
Room_42.51,Fire Equipment 42.51,brick:Room,L42,
Room_42.50,Fire Hydrant Room 42.50,brick:Room,L42,
Room_42.05,Female WC 42.05,brick:Restroom,L42,
Room_42.06,Acc WC 42.06,brick:Restroom,L42,
Room_43.03,Office 43.03,brick:Room,L43,
Room_43.01,Fire Stair 43.01,brick:Staircase,L43,
Room_43.08,Plantroom 43.08,brick:Mechanical_Room,L43,
Room_43.11,Lobby 43.11,brick:Lobby,L43,
Room_43.10,Lobby 43.10,brick:Lobby,L43,
Room_43.02,Fire Stair 43.02,brick:Staircase,L43,
Room_43.42,T.Comms 43.42,brick:Communications_Room,L43,
Room_43.62,H.Comms 43.62,brick:Communications_Room,L43,
Room_43.64,T.Comms 43.64,brick:Communications_Room,L43,
Room_43.63,DAS 43.63,brick:Communications_Room,L43,
Room_43.04,Male WC 43.04,brick:Restroom,L43,
Room_43.12,Lobby 43.12,brick:Lobby,L43,
Room_43.61,T.Elec 43.61,brick:Electrical_Room,L43,
Room_43.09,Services Lobby 43.09,brick:Lobby,L43,
Room_43.41,Fire Equipment 43.41,brick:Room,L43,
Room_43.51,Fire Equipment 43.51,brick:Room,L43,
Room_43.50,Fire Hydrant Room 43.50,brick:Room,L43,
Room_43.05,Female WC 43.05,brick:Restroom,L43,
Room_43.06,Acc WC 43.06,brick:Restroom,L43,
Room_44.03,Office 44.03,brick:Room,L44,
Room_44.01,Fire Stair 44.01,brick:Staircase,L44,
Room_44.08,Plantroom 44.08,brick:Mechanical_Room,L44,
Room_44.11,Lobby 44.11,brick:Lobby,L44,
Room_44.10,Lobby 44.10,brick:Lobby,L44,
Room_44.02,Fire Stair 44.02,brick:Staircase,L44,
Room_44.42,T.Comms 44.42,brick:Communications_Room,L44,
Room_44.62,H.Comms 44.62,brick:Communications_Room,L44,
Room_44.64,T.Comms 44.64,brick:Communications_Room,L44,
Room_44.63,DAS 44.63,brick:Communications_Room,L44,
Room_44.04,Male WC 44.04,brick:Restroom,L44,
Room_44.12,Lobby 44.12,brick:Lobby,L44,
Room_44.61,T.Elec 44.61,brick:Electrical_Room,L44,
Room_44.09,Services Lobby 44.09,brick:Lobby,L44,
Room_44.41,Fire Equipment 44.41,brick:Room,L44,
Room_44.51,Fire Equipment 44.51,brick:Room,L44,
Room_44.50,Fire Hydrant Room 44.50,brick:Room,L44,
Room_44.05,Female WC 44.05,brick:Restroom,L44,
Room_44.06,Acc WC 44.06,brick:Restroom,L44,
Room_45.03,Office 45.03,brick:Room,L45,
Room_45.01,Fire Stair 45.01,brick:Staircase,L45,
Room_45.08,Plantroom 45.08,brick:Mechanical_Room,L45,
Room_45.11,Lobby 45.11,brick:Lobby,L45,
Room_45.10,Lobby 45.10,brick:Lobby,L45,
Room_45.02,Fire Stair 45.02,brick:Staircase,L45,
Room_45.42,T.Comms 45.42,brick:Communications_Room,L45,
Room_45.62,H.Comms 45.62,brick:Communications_Room,L45,
Room_45.64,T.Comms 45.64,brick:Communications_Room,L45,
Room_45.63,DAS 45.63,brick:Communications_Room,L45,
Room_45.04,Male WC 45.04,brick:Restroom,L45,
Room_45.12,Lobby 45.12,brick:Lobby,L45,
Room_45.61,T.Elec 45.61,brick:Electrical_Room,L45,
Room_45.09,Services Lobby 45.09,brick:Lobby,L45,
Room_45.41,Fire Equipment 45.41,brick:Room,L45,
Room_45.51,Fire Equipment 45.51,brick:Room,L45,
Room_45.50,Fire Hydrant Room 45.50,brick:Room,L45,
Room_45.05,Female WC 45.05,brick:Restroom,L45,
Room_45.06,Acc WC 45.06,brick:Restroom,L45,
Room_46.03,Office 46.03,brick:Room,L46,
Room_46.01,Fire Stair 46.01,brick:Staircase,L46,
Room_46.08,Plantroom 46.08,brick:Mechanical_Room,L46,
Room_46.11,Lobby 46.11,brick:Lobby,L46,
Room_46.10,Lobby 46.10,brick:Lobby,L46,
Room_46.02,Fire Stair 46.02,brick:Staircase,L46,
Room_46.42,T.Comms 46.42,brick:Communications_Room,L46,
Room_46.62,H.Comms 46.62,brick:Communications_Room,L46,
Room_46.64,T.Comms 46.64,brick:Communications_Room,L46,
Room_46.63,DAS 46.63,brick:Communications_Room,L46,
Room_46.04,Male WC 46.04,brick:Restroom,L46,
Room_46.12,Lobby 46.12,brick:Lobby,L46,
Room_46.61,T.Elec 46.61,brick:Electrical_Room,L46,
Room_46.09,Services Lobby 46.09,brick:Lobby,L46,
Room_46.41,Fire Equipment 46.41,brick:Room,L46,
Room_46.51,Fire Equipment 46.51,brick:Room,L46,
Room_46.50,Fire Hydrant Room 46.50,brick:Room,L46,
Room_46.05,Female WC 46.05,brick:Restroom,L46,
Room_46.06,Acc WC 46.06,brick:Restroom,L46,
Room_47.03,Office 47.03,brick:Room,L47,
Room_47.01,Fire Stair 47.01,brick:Staircase,L47,
Room_47.08,Plantroom 47.08,brick:Mechanical_Room,L47,
Room_47.11,Lobby 47.11,brick:Lobby,L47,
Room_47.10,Lobby 47.10,brick:Lobby,L47,
Room_47.02,Fire Stair 47.02,brick:Staircase,L47,
Room_47.42,T.Comms 47.42,brick:Communications_Room,L47,
Room_47.62,H.Comms 47.62,brick:Communications_Room,L47,
Room_47.64,T.Comms 47.64,brick:Communications_Room,L47,
Room_47.63,DAS 47.63,brick:Communications_Room,L47,
Room_47.04,Male WC 47.04,brick:Restroom,L47,
Room_47.12,Lobby 47.12,brick:Lobby,L47,
Room_47.61,T.Elec 47.61,brick:Electrical_Room,L47,
Room_47.09,Services Lobby 47.09,brick:Lobby,L47,
Room_47.41,Fire Equipment 47.41,brick:Room,L47,
Room_47.51,Fire Equipment 47.51,brick:Room,L47,
Room_47.50,Fire Hydrant Room 47.50,brick:Room,L47,
Room_47.05,Female WC 47.05,brick:Restroom,L47,
Room_47.06,Acc WC 47.06,brick:Restroom,L47,
Room_48.03,Office 48.03,brick:Room,L48,
Room_48.01,Fire Stair 48.01,brick:Staircase,L48,
Room_48.08,Plantroom 48.08,brick:Mechanical_Room,L48,
Room_48.11,Lobby 48.11,brick:Lobby,L48,
Room_48.10,Lobby 48.10,brick:Lobby,L48,
Room_48.02,Fire Stair 48.02,brick:Staircase,L48,
Room_48.42,T.Comms 48.42,brick:Communications_Room,L48,
Room_48.62,H.Comms 48.62,brick:Communications_Room,L48,
Room_48.64,T.Comms 48.64,brick:Communications_Room,L48,
Room_48.63,DAS 48.63,brick:Communications_Room,L48,
Room_48.04,Male WC 48.04,brick:Restroom,L48,
Room_48.12,Lobby 48.12,brick:Lobby,L48,
Room_48.61,T.Elec 48.61,brick:Electrical_Room,L48,
Room_48.09,Services Lobby 48.09,brick:Lobby,L48,
Room_48.41,Fire Equipment 48.41,brick:Room,L48,
Room_48.51,Fire Equipment 48.51,brick:Room,L48,
Room_48.50,Fire Hydrant Room 48.50,brick:Room,L48,
Room_48.05,Female WC 48.05,brick:Restroom,L48,
Room_48.06,Acc WC 48.06,brick:Restroom,L48,
Room_49.03,Office 49.03,brick:Room,L49,
Room_49.01,Fire Stair 49.01,brick:Staircase,L49,
Room_49.08,Plantroom 49.08,brick:Mechanical_Room,L49,
Room_49.11,Lobby 49.11,brick:Lobby,L49,
Room_49.10,Lobby 49.10,brick:Lobby,L49,
Room_49.02,Fire Stair 49.02,brick:Staircase,L49,
Room_49.42,T.Comms 49.42,brick:Communications_Room,L49,
Room_49.62,H.Comms 49.62,brick:Communications_Room,L49,
Room_49.64,T.Comms 49.64,brick:Communications_Room,L49,
Room_49.63,DAS 49.63,brick:Communications_Room,L49,
Room_49.04,Male WC 49.04,brick:Restroom,L49,
Room_49.12,Lobby 49.12,brick:Lobby,L49,
Room_49.61,T.Elec 49.61,brick:Electrical_Room,L49,
Room_49.09,Services Lobby 49.09,brick:Lobby,L49,
Room_49.41,Fire Equipment 49.41,brick:Room,L49,
Room_49.51,Fire Equipment 49.51,brick:Room,L49,
Room_49.50,Fire Hydrant Room 49.50,brick:Room,L49,
Room_49.05,Female WC 49.05,brick:Restroom,L49,
Room_49.06,Acc WC 49.06,brick:Restroom,L49,
Room_50.03,Office 50.03,brick:Room,L50,
Room_50.01,Fire Stair 50.01,brick:Staircase,L50,
Room_50.08,Plantroom 50.08,brick:Mechanical_Room,L50,
Room_50.11,Lobby 50.11,brick:Lobby,L50,
Room_50.10,Lobby 50.10,brick:Lobby,L50,
Room_50.02,Fire Stair 50.02,brick:Staircase,L50,
Room_50.42,T.Comms 50.42,brick:Communications_Room,L50,
Room_50.62,H.Comms 50.62,brick:Communications_Room,L50,
Room_50.64,T.Comms 50.64,brick:Communications_Room,L50,
Room_50.63,DAS 50.63,brick:Communications_Room,L50,
Room_50.04,Male WC 50.04,brick:Restroom,L50,
Room_50.12,Lobby 50.12,brick:Lobby,L50,
Room_50.61,T.Elec 50.61,brick:Electrical_Room,L50,
Room_50.09,Services Lobby 50.09,brick:Lobby,L50,
Room_50.41,Fire Equipment 50.41,brick:Room,L50,
Room_50.51,Fire Equipment 50.51,brick:Room,L50,
Room_50.50,Fire Hydrant Room 50.50,brick:Room,L50,
Room_50.05,Female WC 50.05,brick:Restroom,L50,
Room_50.06,Acc WC 50.06,brick:Restroom,L50,
Room_51.03,Office 51.03,brick:Room,L51,
Room_51.01,Fire Stair 51.01,brick:Staircase,L51,
Room_51.02,Fire Stair 51.02,brick:Staircase,L51,
Room_51.11,Lobby 51.11,brick:Lobby,L51,
Room_51.1,Lobby 51.1,brick:Lobby,L51,
Room_51.09,Services Lobby 51.09,brick:Lobby,L51,
Room_51.13,Elec Plantroom 51.13,brick:Electrical_Room,L51,
Room_51.05,Female WC 51.05,brick:Restroom,L51,
Room_51.04,Male WC 51.04,brick:Restroom,L51,
Room_51.12,Lobby 51.12,brick:Lobby,L51,
Room_51.41,Fire Equipment 51.41,brick:Room,L51,
Room_51.51,Fire Equipment 51.51,brick:Room,L51,
Room_51.5,Fire Hydrant Room 51.5,brick:Room,L51,
Room_51.62,H.Comms 51.62,brick:Communications_Room,L51,
Room_51.64,T.Comms 51.64,brick:Communications_Room,L51,
Room_51.61,T.Elec 51.61,brick:Electrical_Room,L51,
Room_51.63,DAS 51.63,brick:Communications_Room,L51,
Room_51.06,Acc WC 51.06,brick:Restroom,L51,
Room_51.15,Services Room 51.15,brick:Service_Room,L51,
Room_51.16,BMU Garage 51.16,brick:Room,L51,
Room_52.03,Office 52.03,brick:Room,L52,
Room_52.11,Lobby 52.11,brick:Lobby,L52,
